,Date,Symbol,Momentum,Adj Close,Capitalization,Industry,Invest_Amount,Shares
14868,2018-09-17,JUBLFOOD,0.09898697539797395,1346.238525390625,MIDCAP,CONSUMER GOODS,19797.39507959479,15.0
14869,2018-09-17,MINDTREE,0.09869753979739508,1064.3570556640623,MIDCAP,IT,19739.507959479015,19.0
14850,2018-09-14,GRAPHITE,0.10115774240231548,793.4793701171875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14851,2018-09-14,HEG,0.10115774240231548,3758.40869140625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14852,2018-09-14,BHARATRAS,0.10072358900144718,7633.83203125,SMALLCAP,FERTILISERS & PESTICIDES,20144.717800289436,3.0
14853,2018-09-14,PGHL,0.10043415340086831,2555.75537109375,SMALLCAP,PHARMA,20086.83068017366,8.0
14854,2018-09-14,VIPIND,0.10014471780028944,537.4982299804689,SMALLCAP,CONSUMER GOODS,20028.943560057887,37.0
14855,2018-09-14,BSOFT,0.09985528219971057,179.2259521484375,SMALLCAP,IT,19971.056439942113,111.0
14856,2018-09-14,RADICO,0.09956584659913169,413.571533203125,SMALLCAP,CONSUMER GOODS,19913.16931982634,48.0
14857,2018-09-14,JUBLFOOD,0.09927641099855282,1323.255615234375,MIDCAP,CONSUMER GOODS,19855.282199710564,15.0
14858,2018-09-14,LTI,0.09898697539797395,1810.738525390625,LARGE,IT,19797.39507959479,11.0
14859,2018-09-14,MINDTREE,0.09869753979739508,1057.0137939453123,MIDCAP,IT,19739.507959479015,19.0
14840,2018-09-12,GRAPHITE,0.10115774240231548,798.0595703125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14841,2018-09-12,HEG,0.10115774240231548,3752.923095703125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14842,2018-09-12,BHARATRAS,0.10072358900144718,7575.9189453125,SMALLCAP,FERTILISERS & PESTICIDES,20144.717800289436,3.0
14843,2018-09-12,PGHL,0.10043415340086831,2512.75390625,SMALLCAP,PHARMA,20086.83068017366,8.0
14844,2018-09-12,RADICO,0.10014471780028944,415.405029296875,SMALLCAP,CONSUMER GOODS,20028.943560057887,48.0
14845,2018-09-12,VIPIND,0.09985528219971057,511.912353515625,SMALLCAP,CONSUMER GOODS,19971.056439942113,39.0
14846,2018-09-12,BSOFT,0.09956584659913169,181.56118774414062,SMALLCAP,IT,19913.16931982634,110.0
14847,2018-09-12,LTI,0.09927641099855282,1810.44970703125,LARGE,IT,19855.282199710564,11.0
14848,2018-09-12,MINDTREE,0.09898697539797395,1058.768798828125,MIDCAP,IT,19797.39507959479,19.0
14849,2018-09-12,JUBLFOOD,0.09869753979739508,1332.51806640625,MIDCAP,CONSUMER GOODS,19739.507959479015,15.0
14830,2018-09-11,GRAPHITE,0.10115774240231548,790.9918823242188,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14831,2018-09-11,HEG,0.10115774240231548,3704.84228515625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14832,2018-09-11,BHARATRAS,0.10072358900144718,7659.01611328125,SMALLCAP,FERTILISERS & PESTICIDES,20144.717800289436,3.0
14833,2018-09-11,VIPIND,0.10043415340086831,529.8519287109375,SMALLCAP,CONSUMER GOODS,20086.83068017366,38.0
14834,2018-09-11,PGHL,0.10014471780028944,2490.383056640625,SMALLCAP,PHARMA,20028.943560057887,8.0
14835,2018-09-11,BSOFT,0.09985528219971057,181.4137420654297,SMALLCAP,IT,19971.056439942113,110.0
14836,2018-09-11,RADICO,0.09956584659913169,436.9111328125,SMALLCAP,CONSUMER GOODS,19913.16931982634,46.0
14837,2018-09-11,LTI,0.09927641099855282,1819.7451171875,LARGE,IT,19855.282199710564,11.0
14838,2018-09-11,MINDTREE,0.09898697539797395,1072.6702880859377,MIDCAP,IT,19797.39507959479,18.0
14839,2018-09-11,SONATSOFTW,0.09869753979739508,320.62200927734375,SMALLCAP,IT,19739.507959479015,62.0
14820,2018-09-10,GRAPHITE,0.10115774240231548,785.1482543945312,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14821,2018-09-10,HEG,0.10115774240231548,3761.77392578125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14822,2018-09-10,BHARATRAS,0.10072358900144718,7776.3408203125,SMALLCAP,FERTILISERS & PESTICIDES,20144.717800289436,3.0
14823,2018-09-10,BSOFT,0.10043415340086831,183.36471557617188,SMALLCAP,IT,20086.83068017366,110.0
14824,2018-09-10,VIPIND,0.10014471780028944,549.35986328125,SMALLCAP,CONSUMER GOODS,20028.943560057887,36.0
14825,2018-09-10,RADICO,0.09985528219971057,448.9030456542969,SMALLCAP,CONSUMER GOODS,19971.056439942113,44.0
14826,2018-09-10,PGHL,0.09956584659913169,2469.710205078125,SMALLCAP,PHARMA,19913.16931982634,8.0
14827,2018-09-10,LTI,0.09927641099855282,1848.2095947265625,LARGE,IT,19855.282199710564,11.0
14828,2018-09-10,MINDTREE,0.09898697539797395,1059.138427734375,MIDCAP,IT,19797.39507959479,19.0
14829,2018-09-10,JUBLFOOD,0.09869753979739508,1377.54296875,MIDCAP,CONSUMER GOODS,19739.507959479015,14.0
14810,2018-09-07,GRAPHITE,0.10115774240231548,781.9105224609375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14811,2018-09-07,HEG,0.10115774240231548,3780.62841796875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14812,2018-09-07,RADICO,0.10072358900144718,468.1792602539063,SMALLCAP,CONSUMER GOODS,20144.717800289436,43.0
14813,2018-09-07,BSOFT,0.10043415340086831,182.15284729003903,SMALLCAP,IT,20086.83068017366,110.0
14814,2018-09-07,BHARATRAS,0.10014471780028944,7838.4013671875,SMALLCAP,FERTILISERS & PESTICIDES,20028.943560057887,3.0
14815,2018-09-07,VIPIND,0.09985528219971057,567.9365234375,SMALLCAP,CONSUMER GOODS,19971.056439942113,35.0
14816,2018-09-07,PGHL,0.09956584659913169,2535.124755859375,SMALLCAP,PHARMA,19913.16931982634,8.0
14817,2018-09-07,ADANIGREEN,0.09927641099855282,55.70000076293945,LARGE,POWER,19855.282199710564,356.0
14818,2018-09-07,LTI,0.09898697539797395,1892.90478515625,LARGE,IT,19797.39507959479,10.0
14819,2018-09-07,JUBLFOOD,0.09869753979739508,1395.622314453125,MIDCAP,CONSUMER GOODS,19739.507959479015,14.0
14800,2018-09-06,GRAPHITE,0.10115774240231548,803.9428100585938,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14801,2018-09-06,HEG,0.10115774240231548,3817.599365234375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14802,2018-09-06,RADICO,0.10072358900144718,454.2052001953125,SMALLCAP,CONSUMER GOODS,20144.717800289436,44.0
14803,2018-09-06,BSOFT,0.10043415340086831,183.30572509765625,SMALLCAP,IT,20086.83068017366,110.0
14804,2018-09-06,BHARATRAS,0.10014471780028944,7795.0791015625,SMALLCAP,FERTILISERS & PESTICIDES,20028.943560057887,3.0
14805,2018-09-06,ADANIGREEN,0.09985528219971057,54.849998474121094,LARGE,POWER,19971.056439942113,364.0
14806,2018-09-06,LTI,0.09956584659913169,1811.653564453125,LARGE,IT,19913.16931982634,11.0
14807,2018-09-06,VIPIND,0.09927641099855282,554.1632690429689,SMALLCAP,CONSUMER GOODS,19855.282199710564,36.0
14808,2018-09-06,JUBLFOOD,0.09898697539797395,1403.696044921875,MIDCAP,CONSUMER GOODS,19797.39507959479,14.0
14809,2018-09-06,MINDTREE,0.09869753979739508,1069.6220703125,MIDCAP,IT,19739.507959479015,18.0
14790,2018-09-05,GRAPHITE,0.10115774240231548,803.7848510742188,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14791,2018-09-05,HEG,0.10115774240231548,3822.992431640625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14792,2018-09-05,RADICO,0.10072358900144718,435.127197265625,SMALLCAP,CONSUMER GOODS,20144.717800289436,46.0
14793,2018-09-05,BSOFT,0.10043415340086831,182.8034820556641,SMALLCAP,IT,20086.83068017366,110.0
14794,2018-09-05,BHARATRAS,0.10014471780028944,7693.1435546875,SMALLCAP,FERTILISERS & PESTICIDES,20028.943560057887,3.0
14795,2018-09-05,VIPIND,0.09985528219971057,560.0941162109375,SMALLCAP,CONSUMER GOODS,19971.056439942113,36.0
14796,2018-09-05,ADANIGREEN,0.09956584659913169,52.25,LARGE,POWER,19913.16931982634,381.0
14797,2018-09-05,LTI,0.09927641099855282,1801.82861328125,LARGE,IT,19855.282199710564,11.0
14798,2018-09-05,MINDTREE,0.09898697539797395,1063.06396484375,MIDCAP,IT,19797.39507959479,19.0
14799,2018-09-05,JUBLFOOD,0.09869753979739508,1418.7042236328125,MIDCAP,CONSUMER GOODS,19739.507959479015,14.0
14780,2018-09-04,GRAPHITE,0.10115774240231548,788.6622924804688,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14781,2018-09-04,HEG,0.10115774240231548,3852.495361328125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14782,2018-09-04,RADICO,0.10072358900144718,449.5472106933594,SMALLCAP,CONSUMER GOODS,20144.717800289436,45.0
14783,2018-09-04,BSOFT,0.10043415340086831,177.4813995361328,SMALLCAP,IT,20086.83068017366,113.0
14784,2018-09-04,BHARATRAS,0.10014471780028944,7697.44189453125,SMALLCAP,FERTILISERS & PESTICIDES,20028.943560057887,3.0
14785,2018-09-04,LTI,0.09985528219971057,1787.6685791015625,LARGE,IT,19971.056439942113,11.0
14786,2018-09-04,SONATSOFTW,0.09956584659913169,307.8127746582031,SMALLCAP,IT,19913.16931982634,65.0
14787,2018-09-04,ADANIGREEN,0.09927641099855282,53.5,LARGE,POWER,19855.282199710564,371.0
14788,2018-09-04,MINDTREE,0.09898697539797395,1032.6285400390623,MIDCAP,IT,19797.39507959479,19.0
14789,2018-09-04,JUBLFOOD,0.09869753979739508,1435.1986083984375,MIDCAP,CONSUMER GOODS,19739.507959479015,14.0
14770,2018-09-03,GRAPHITE,0.10115774240231548,797.7437133789062,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14771,2018-09-03,HEG,0.10115774240231548,3929.2958984375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14772,2018-09-03,RADICO,0.10072358900144718,464.7105102539063,SMALLCAP,CONSUMER GOODS,20144.717800289436,43.0
14773,2018-09-03,BHARATRAS,0.10043415340086831,7799.7265625,SMALLCAP,FERTILISERS & PESTICIDES,20086.83068017366,3.0
14774,2018-09-03,BSOFT,0.10014471780028944,177.3929443359375,SMALLCAP,IT,20028.943560057887,113.0
14775,2018-09-03,LTI,0.09985528219971057,1708.0068359375,LARGE,IT,19971.056439942113,12.0
14776,2018-09-03,SONATSOFTW,0.09956584659913169,301.27752685546875,SMALLCAP,IT,19913.16931982634,66.0
14777,2018-09-03,MINDTREE,0.09927641099855282,1016.556640625,MIDCAP,IT,19855.282199710564,20.0
14778,2018-09-03,VIPIND,0.09898697539797395,604.94287109375,SMALLCAP,CONSUMER GOODS,19797.39507959479,33.0
14779,2018-09-03,ADANIGREEN,0.09869753979739508,55.9000015258789,LARGE,POWER,19739.507959479015,353.0
14760,2018-08-31,GRAPHITE,0.10115774240231548,799.954833984375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14761,2018-08-31,HEG,0.10115774240231548,3909.565673828125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14762,2018-08-31,RADICO,0.10072358900144718,488.9420471191406,SMALLCAP,CONSUMER GOODS,20144.717800289436,41.0
14763,2018-08-31,BHARATRAS,0.10043415340086831,7712.4814453125,SMALLCAP,FERTILISERS & PESTICIDES,20086.83068017366,3.0
14764,2018-08-31,BSOFT,0.10014471780028944,179.16603088378906,SMALLCAP,IT,20028.943560057887,112.0
14765,2018-08-31,LTI,0.09985528219971057,1731.703125,LARGE,IT,19971.056439942113,12.0
14766,2018-08-31,SONATSOFTW,0.09956584659913169,308.1177978515625,SMALLCAP,IT,19913.16931982634,65.0
14767,2018-08-31,VIPIND,0.09927641099855282,611.755859375,SMALLCAP,CONSUMER GOODS,19855.282199710564,32.0
14768,2018-08-31,MINDTREE,0.09898697539797395,1029.6265869140623,MIDCAP,IT,19797.39507959479,19.0
14769,2018-08-31,JUBLFOOD,0.09869753979739508,1534.8575439453125,MIDCAP,CONSUMER GOODS,19739.507959479015,13.0
14750,2018-08-30,GRAPHITE,0.10115774240231548,781.5551147460938,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14751,2018-08-30,HEG,0.10115774240231548,3868.49169921875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14752,2018-08-30,BSOFT,0.10072358900144718,175.2641143798828,SMALLCAP,IT,20144.717800289436,115.0
14753,2018-08-30,RADICO,0.10043415340086831,480.4684448242188,SMALLCAP,CONSUMER GOODS,20086.83068017366,42.0
14754,2018-08-30,BHARATRAS,0.10014471780028944,7735.86669921875,SMALLCAP,FERTILISERS & PESTICIDES,20028.943560057887,3.0
14755,2018-08-30,LTI,0.09985528219971057,1733.5333251953125,LARGE,IT,19971.056439942113,12.0
14756,2018-08-30,VIPIND,0.09956584659913169,594.3065795898438,SMALLCAP,CONSUMER GOODS,19913.16931982634,34.0
14757,2018-08-30,SONATSOFTW,0.09927641099855282,303.63018798828125,SMALLCAP,IT,19855.282199710564,65.0
14758,2018-08-30,JUBLFOOD,0.09898697539797395,1511.7755126953125,MIDCAP,CONSUMER GOODS,19797.39507959479,13.0
14759,2018-08-30,MINDTREE,0.09869753979739508,971.7581176757812,MIDCAP,IT,19739.507959479015,20.0
14740,2018-08-29,GRAPHITE,0.10115774240231548,775.5929565429688,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14741,2018-08-29,HEG,0.10115774240231548,3836.038818359375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14742,2018-08-29,RADICO,0.10072358900144718,467.13861083984375,SMALLCAP,CONSUMER GOODS,20144.717800289436,43.0
14743,2018-08-29,BSOFT,0.10043415340086831,174.46507263183594,SMALLCAP,IT,20086.83068017366,115.0
14744,2018-08-29,LTI,0.10014471780028944,1726.50146484375,LARGE,IT,20028.943560057887,12.0
14745,2018-08-29,BHARATRAS,0.09985528219971057,7735.017578125,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14746,2018-08-29,SONATSOFTW,0.09956584659913169,304.3708801269531,SMALLCAP,IT,19913.16931982634,65.0
14747,2018-08-29,VIPIND,0.09927641099855282,602.63916015625,SMALLCAP,CONSUMER GOODS,19855.282199710564,33.0
14748,2018-08-29,JUBLFOOD,0.09898697539797395,1534.6595458984375,MIDCAP,CONSUMER GOODS,19797.39507959479,13.0
14749,2018-08-29,FSL,0.09869753979739508,66.19673156738281,SMALLCAP,IT,19739.507959479015,298.0
14730,2018-08-28,GRAPHITE,0.10115774240231548,799.7574462890625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14731,2018-08-28,HEG,0.10115774240231548,3886.93115234375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14732,2018-08-28,RADICO,0.10072358900144718,455.4936218261719,SMALLCAP,CONSUMER GOODS,20144.717800289436,44.0
14733,2018-08-28,BSOFT,0.10043415340086831,173.7259979248047,SMALLCAP,IT,20086.83068017366,116.0
14734,2018-08-28,LTI,0.10014471780028944,1785.453125,LARGE,IT,20028.943560057887,11.0
14735,2018-08-28,SONATSOFTW,0.09985528219971057,305.5036926269531,SMALLCAP,IT,19971.056439942113,65.0
14736,2018-08-28,BHARATRAS,0.09956584659913169,7366.7021484375,SMALLCAP,FERTILISERS & PESTICIDES,19913.16931982634,3.0
14737,2018-08-28,VIPIND,0.09927641099855282,604.4036254882812,SMALLCAP,CONSUMER GOODS,19855.282199710564,33.0
14738,2018-08-28,JUBLFOOD,0.09898697539797395,1549.6182861328125,MIDCAP,CONSUMER GOODS,19797.39507959479,13.0
14739,2018-08-28,LTTS,0.09869753979739508,1626.2359619140625,MIDCAP,IT,19739.507959479015,12.0
14720,2018-08-27,GRAPHITE,0.10115774240231548,796.8750610351562,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14721,2018-08-27,HEG,0.10115774240231548,3883.427978515625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14722,2018-08-27,BSOFT,0.10072358900144718,172.2183074951172,SMALLCAP,IT,20144.717800289436,117.0
14723,2018-08-27,LTI,0.10043415340086831,1791.0880126953125,LARGE,IT,20086.83068017366,11.0
14724,2018-08-27,RADICO,0.10014471780028944,433.8388366699219,SMALLCAP,CONSUMER GOODS,20028.943560057887,46.0
14725,2018-08-27,VIPIND,0.09985528219971057,620.5296020507812,SMALLCAP,CONSUMER GOODS,19971.056439942113,32.0
14726,2018-08-27,SONATSOFTW,0.09956584659913169,308.6842041015625,SMALLCAP,IT,19913.16931982634,65.0
14727,2018-08-27,FSL,0.09927641099855282,64.2911376953125,SMALLCAP,IT,19855.282199710564,309.0
14728,2018-08-27,BHARATRAS,0.09898697539797395,7017.3251953125,SMALLCAP,FERTILISERS & PESTICIDES,19797.39507959479,3.0
14729,2018-08-27,ADANIENT,0.09869753979739508,134.53050231933594,MIDCAP,SERVICES,19739.507959479015,147.0
14710,2018-08-24,GRAPHITE,0.10115774240231548,774.4085083007812,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14711,2018-08-24,HEG,0.10115774240231548,3753.7529296875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14712,2018-08-24,BSOFT,0.10072358900144718,171.74554443359375,SMALLCAP,IT,20144.717800289436,117.0
14713,2018-08-24,LTI,0.10043415340086831,1772.8343505859375,LARGE,IT,20086.83068017366,11.0
14714,2018-08-24,RADICO,0.10014471780028944,427.0995788574219,SMALLCAP,CONSUMER GOODS,20028.943560057887,47.0
14715,2018-08-24,BHARATRAS,0.09985528219971057,6987.34375,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14716,2018-08-24,VIPIND,0.09956584659913169,591.0225830078125,SMALLCAP,CONSUMER GOODS,19913.16931982634,34.0
14717,2018-08-24,SONATSOFTW,0.09927641099855282,305.76507568359375,SMALLCAP,IT,19855.282199710564,65.0
14718,2018-08-24,FSL,0.09898697539797395,64.06427764892578,SMALLCAP,IT,19797.39507959479,309.0
14719,2018-08-24,MINDTREE,0.09869753979739508,935.9655151367188,MIDCAP,IT,19739.507959479015,21.0
14700,2018-08-23,GRAPHITE,0.10115774240231548,789.1361694335938,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,26.0
14701,2018-08-23,HEG,0.10115774240231548,3743.242431640625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14702,2018-08-23,BSOFT,0.10072358900144718,175.05674743652344,SMALLCAP,IT,20144.717800289436,115.0
14703,2018-08-23,LTI,0.10043415340086831,1827.3067626953125,LARGE,IT,20086.83068017366,11.0
14704,2018-08-23,RADICO,0.10014471780028944,432.054931640625,SMALLCAP,CONSUMER GOODS,20028.943560057887,46.0
14705,2018-08-23,BHARATRAS,0.09985528219971057,7119.060546875,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14706,2018-08-23,SONATSOFTW,0.09956584659913169,311.99542236328125,SMALLCAP,IT,19913.16931982634,64.0
14707,2018-08-23,FSL,0.09927641099855282,64.24576568603516,SMALLCAP,IT,19855.282199710564,309.0
14708,2018-08-23,JUBLFOOD,0.09898697539797395,1490.8233642578125,MIDCAP,CONSUMER GOODS,19797.39507959479,13.0
14709,2018-08-23,MINDTREE,0.09869753979739508,959.657958984375,MIDCAP,IT,19739.507959479015,21.0
14690,2018-08-21,GRAPHITE,0.10115774240231548,830.318359375,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,24.0
14691,2018-08-21,HEG,0.10115774240231548,3866.37158203125,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14692,2018-08-21,BSOFT,0.10072358900144718,173.69650268554688,SMALLCAP,IT,20144.717800289436,116.0
14693,2018-08-21,LTI,0.10043415340086831,1829.71484375,LARGE,IT,20086.83068017366,11.0
14694,2018-08-21,RADICO,0.10014471780028944,419.2499694824219,SMALLCAP,CONSUMER GOODS,20028.943560057887,48.0
14695,2018-08-21,SONATSOFTW,0.09985528219971057,314.653076171875,SMALLCAP,IT,19971.056439942113,63.0
14696,2018-08-21,JUBLFOOD,0.09956584659913169,1504.9896240234375,MIDCAP,CONSUMER GOODS,19913.16931982634,13.0
14697,2018-08-21,MINDTREE,0.09927641099855282,958.595703125,MIDCAP,IT,19855.282199710564,21.0
14698,2018-08-21,FSL,0.09898697539797395,61.75034713745117,SMALLCAP,IT,19797.39507959479,321.0
14699,2018-08-21,VIPIND,0.09869753979739508,594.4046020507812,SMALLCAP,CONSUMER GOODS,19739.507959479015,33.0
14680,2018-08-20,GRAPHITE,0.10115774240231548,822.6583862304688,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,25.0
14681,2018-08-20,HEG,0.10115774240231548,3809.162841796875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14682,2018-08-20,BSOFT,0.10072358900144718,171.1833953857422,SMALLCAP,IT,20144.717800289436,118.0
14683,2018-08-20,LTI,0.10043415340086831,1811.653564453125,LARGE,IT,20086.83068017366,11.0
14684,2018-08-20,RADICO,0.10014471780028944,399.3257141113281,SMALLCAP,CONSUMER GOODS,20028.943560057887,50.0
14685,2018-08-20,BHARATRAS,0.09985528219971057,7267.96533203125,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14686,2018-08-20,VIPIND,0.09956584659913169,566.1229858398438,SMALLCAP,CONSUMER GOODS,19913.16931982634,35.0
14687,2018-08-20,SONATSOFTW,0.09927641099855282,312.2568054199219,SMALLCAP,IT,19855.282199710564,64.0
14688,2018-08-20,MINDTREE,0.09898697539797395,957.3948974609376,MIDCAP,IT,19797.39507959479,21.0
14689,2018-08-20,FSL,0.09869753979739508,58.84657669067383,SMALLCAP,IT,19739.507959479015,335.0
14670,2018-08-17,GRAPHITE,0.10115774240231548,865.9334716796875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,23.0
14671,2018-08-17,HEG,0.10115774240231548,3912.377685546875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14672,2018-08-17,BSOFT,0.10072358900144718,173.15811157226562,SMALLCAP,IT,20144.717800289436,116.0
14673,2018-08-17,LTI,0.10043415340086831,1779.7698974609375,LARGE,IT,20086.83068017366,11.0
14674,2018-08-17,MINDTREE,0.10014471780028944,950.3749389648438,MIDCAP,IT,20028.943560057887,21.0
14675,2018-08-17,BHARATRAS,0.09985528219971057,7228.93994140625,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14676,2018-08-17,FSL,0.09956584659913169,58.80120849609375,SMALLCAP,IT,19913.16931982634,339.0
14677,2018-08-17,VIPIND,0.09927641099855282,558.7217407226561,SMALLCAP,CONSUMER GOODS,19855.282199710564,36.0
14678,2018-08-17,RADICO,0.09898697539797395,399.6223449707031,SMALLCAP,CONSUMER GOODS,19797.39507959479,50.0
14679,2018-08-17,JUBLFOOD,0.09869753979739508,1496.3709716796875,MIDCAP,CONSUMER GOODS,19739.507959479015,13.0
14660,2018-08-16,GRAPHITE,0.10115774240231548,873.9881591796875,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,23.0
14661,2018-08-16,HEG,0.10115774240231548,3878.91015625,SMALLCAP,INDUSTRIAL MANUFACTURING,20231.548480463098,5.0
14662,2018-08-16,BSOFT,0.10072358900144718,173.3045654296875,SMALLCAP,IT,20144.717800289436,116.0
14663,2018-08-16,LTI,0.10043415340086831,1736.3267822265625,LARGE,IT,20086.83068017366,12.0
14664,2018-08-16,MINDTREE,0.10014471780028944,960.4892578125,MIDCAP,IT,20028.943560057887,21.0
14665,2018-08-16,BHARATRAS,0.09985528219971057,6930.830078125,SMALLCAP,FERTILISERS & PESTICIDES,19971.056439942113,3.0
14666,2018-08-16,FSL,0.09956584659913169,59.11880874633789,SMALLCAP,IT,19913.16931982634,337.0
